catalog_number|catalog_plate|year_nasa|month|day|hour|minute|second|latitude|longitude|eclipse_type|magnitude_eclipse|lunation_number|saros_number|delta_Ts|QLE|gamma|sun_altitude|sun_azimuth|duration_central|path_width|year_BC|upper|lower|my_50|intensity_category|page|gif
9440|472|1969|3|18|4|54|57|-14.8|116.3|A|0.9954|-381|129|39|-n|-0.2704|74|330|0.433|16|Mar 18, 1969 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1969-03-18.gif
9441|473|1969|9|11|7|58|59|15.6|-114.1|A|0.9690|-375|134|40|nn|0.2201|77|210|3.183|114|Sep 11, 1969 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1969-09-11.gif
9442|473|1970|3|7|5|38|30|18.2|-94.7|T|1.0414|-369|139|40|p-|0.4473|63|150|3.467|153|Mar 07, 1970 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1970-03-07.gif
9443|473|1970|8|31|9|55|30|-20.3|-164|A|0.9400|-363|144|41|p-|-0.5364|57|29|6.783|258|Aug 31, 1970 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1970-08-31.gif
9444|473|1971|2|25|9|38|7|61.4|-33.5|P|0.7872|-357|149|41|t-|1.1188|0|110|||Feb 25, 1971 AD|1901|2000|1950|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1971-02-25.gif
9445|473|1971|7|22|9|31|55|63.5|177.0|Pe|0.0689|-352|116|42|-t|1.5130|0|321|||Jul 22, 1971 AD|1901|2000|1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1971-07-22.gif
9446|473|1971|8|20|10|39|31|-61.7|135.4|P|0.5080|-351|154|42|t-|-1.2659|0|63|||Aug 20, 1971 AD|1901|2000|1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1971-08-20.gif
9447|473|1972|1|16|11|3|22|-74.9|107.7|A|0.9692|-346|121|42|-t|-0.9365|20|263|1.883|321|Jan 16, 1972 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1972-01-16.gif
9448|473|1972|7|10|7|46|38|63.5|-94.2|T|1.0379|-340|126|43|-p|0.6872|46|209|2.6|175|Jul 10, 1972 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1972-07-10.gif
9449|473|1973|1|4|3|46|21|-37.9|-51.2|A|0.9303|-334|131|43|-n|-0.2644|74|346|7.817|271|Jan 04, 1973 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1973-01-04.gif
9450|473|1973|6|30|11|38|41|18.8|5.6|T|1.0792|-328|136|44|nn|-0.0785|86|9|7.067|256|Jun 30, 1973 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1973-06-30.gif
9451|473|1973|12|24|3|2|44|1.1|-48.5|A|0.9174|-322|141|44|p-|0.4171|65|174|12.033|345|Dec 24, 1973 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1973-12-24.gif
9452|473|1974|6|20|4|48|4|-32.1|103.7|T|1.0592|-316|146|45|p-|-0.8239|34|5|5.15|344|Jun 20, 1974 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1974-06-20.gif
9453|473|1974|12|13|4|13|13|66.8|-69.4|P|0.8266|-310|151|45|t-|1.0797|0|176|||Dec 13, 1974 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1974-12-13.gif
9454|473|1975|5|11|7|17|33|69.7|-80.2|P|0.8636|-305|118|46|-t|1.0647|0|28|||May 11, 1975 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1975-05-11.gif
9455|473|1975|11|3|1|15|54|-70.4|-161.7|P|0.9588|-299|123|46|-t|-1.0248|0|141|||Nov 03, 1975 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1975-11-03.gif
9456|473|1976|4|29|10|24|18|34.0|18.3|A|0.9421|-293|128|47|-p|0.3378|70|165|6.683|227|Apr 29, 1976 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1976-04-29.gif
9457|473|1976|10|23|5|13|45|-30|92.3|T|1.0572|-287|133|47|-n|-0.3270|71|17|4.767|199|Oct 23, 1976 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1976-10-23.gif
9458|473|1977|4|18|10|31|30|-11.9|28.3|A|0.9449|-281|138|48|p-|-0.3990|66|345|7.067|220|Apr 18, 1977 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1977-04-18.gif
9459|473|1977|10|12|8|27|27|14.1|-123.6|T|1.0269|-275|143|48|n-|0.3836|67|197|2.617|99|Oct 12, 1977 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1977-10-12.gif
9460|473|1978|4|7|3|3|47|-71.9|23.3|P|0.7883|-269|148|49|t-|-1.1081|0|293|||Apr 07, 1978 AD|1901|2000|1950|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1978-04-07.gif
9461|474|1978|10|2|6|28|43|72.0|159.6|P|0.6905|-263|153|49|t-|1.1616|0|259|||Oct 02, 1978 AD|1901|2000|1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1978-10-02.gif
9462|474|1979|2|26|4|55|6|52.1|-94.5|T|1.0391|-258|120|50|-p|0.8981|26|153|2.817|298|Feb 26, 1979 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1979-02-26.gif
9463|474|1979|8|22|5|22|38|-59.6|-108.5|A|0.9329|-252|125|50|-t|-0.9632|15|29|6.05|953|Aug 22, 1979 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1979-08-22.gif
9464|474|1980|2|16|8|54|1|-0.1|47.1|T|1.0434|-246|130|51|-n|0.2224|77|166|4.133|149|Feb 16, 1980 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1980-02-16.gif
9465|474|1980|8|10|7|12|21|4.6|-108.9|A|0.9727|-240|135|51|nn|-0.1915|79|12|3.383|100|Aug 10, 1980 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1980-08-10.gif
9466|474|1981|2|4|10|9|24|-44.4|-140.8|A|0.9937|-234|140|51|n-|-0.4838|61|344|0.55|25|Feb 04, 1981 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1981-02-04.gif
9467|474|1981|7|31|3|46|37|53.3|134.1|T|1.0258|-228|145|52|p-|0.5792|54|195|2.033|108|Jul 31, 1981 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1981-07-31.gif
9468|474|1982|1|25|4|42|53|-69.3|-91.7|P|0.5663|-222|150|52|t-|-1.2311|0|203|||Jan 25, 1982 AD|1901|2000|1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1982-01-25.gif
9469|474|1982|6|21|12|4|33|-65.9|13.2|P|0.6168|-217|117|53|-t|-1.2102|0|347|||Jun 21, 1982 AD|1901|2000|1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1982-06-21.gif
9470|474|1982|7|20|6|44|44|68.6|64.2|P|0.4643|-216|155|53|t-|1.2886|0|345|||Jul 20, 1982 AD|1901|2000|1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1982-07-20.gif
9471|474|1982|12|15|9|32|9|65.3|56.9|P|0.7350|-211|122|53|-t|1.1293|0|199|||Dec 15, 1982 AD|1901|2000|1950|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1982-12-15.gif
9472|474|1983|6|11|4|43|33|-6.2|114.2|T|1.0524|-205|127|53|-p|-0.4947|60|351|5.183|199|Jun 11, 1983 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1983-06-11.gif
9473|474|1983|12|4|12|31|15|0.9|-4.7|A|0.9666|-199|132|54|-n|0.4015|66|192|4.017|131|Dec 04, 1983 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1983-12-04.gif
9474|474|1984|5|30|4|45|41|37.5|-76.7|A|0.9980|-193|137|54|nn|0.2755|74|163|0.183|7|May 30, 1984 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1984-05-30.gif
9475|474|1984|11|22|10|54|17|-37.8|-173.6|T|1.0237|-187|142|54|n-|-0.3132|72|21|2|85|Nov 22, 1984 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1984-11-22.gif
9476|474|1985|5|19|9|29|38|63.2|81.1|P|0.8406|-181|147|55|t-|1.0720|0|41|||May 19, 1985 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1985-05-19.gif
9477|474|1985|11|12|2|11|27|-68.6|-142.6|T|1.0388|-175|152|55|t-|-0.9795|11|111|1.983|690|Nov 12, 1985 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1985-11-12.gif
9478|474|1986|4|9|6|21|22|-61.2|161.4|P|0.8236|-170|119|55|-t|-1.0822|0|286|||Apr 09, 1986 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1986-04-09.gif
9479|474|1986|10|3|7|6|15|59.9|-37.1|H|1.0000|-164|124|55|-t|0.9931|5|252|0|1|Oct 03, 1986 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1986-10-03.gif
9480|474|1987|3|29|12|49|47|-12.3|-2.3|H|1.0013|-158|129|55|-n|-0.3053|72|331|0.133|5|Mar 29, 1987 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1987-03-29.gif
9481|475|1987|9|23|3|12|22|14.3|138.4|A|0.9634|-152|134|56|-n|0.2787|74|210|3.817|137|Sep 23, 1987 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1987-09-23.gif
9482|475|1988|3|18|1|58|56|20.7|140.0|T|1.0464|-146|139|56|n-|0.4188|65|149|3.767|169|Mar 18, 1988 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1988-03-18.gif
9483|475|1988|9|11|4|44|29|-20|94.4|A|0.9377|-140|144|56|p-|-0.4681|62|31|6.95|258|Sep 11, 1988 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1988-09-11.gif
9484|475|1989|3|7|6|8|41|61.2|-169.8|P|0.8268|-134|149|56|t-|1.0981|0|101|||Mar 07, 1989 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1989-03-07.gif
9485|475|1989|8|31|5|31|47|-61.3|23.6|P|0.6344|-128|154|57|t-|-1.1928|0|72|||Aug 31, 1989 AD|1901|2000|1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1989-08-31.gif
9486|475|1990|1|26|7|31|24|-71|-22.2|A|0.9670|-123|121|57|-t|-0.9457|18|266|2.05|373|Jan 26, 1990 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1990-01-26.gif
9487|475|1990|7|22|3|3|7|65.2|168.9|T|1.0391|-117|126|57|-p|0.7597|40|222|2.55|201|Jul 22, 1990 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1990-07-22.gif
9488|475|1991|1|15|11|53|51|-36.4|-170.4|A|0.9290|-111|131|58|-n|-0.2727|74|341|7.883|277|Jan 15, 1991 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1991-01-15.gif
9489|475|1991|7|11|7|7|1|22.0|-105.2|Tm|1.0800|-105|136|58|nn|-0.0041|90|30|6.883|258|Jul 11, 1991 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1991-07-11.gif
9490|475|1992|1|4|11|5|37|1.0|-169.7|A|0.9179|-99|141|58|p-|0.4091|66|169|11.683|340|Jan 04, 1992 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1992-01-04.gif
9491|475|1992|6|30|12|11|22|-25.2|-9.5|T|1.0592|-93|146|59|p-|-0.7512|41|10|5.35|294|Jun 30, 1992 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1992-06-30.gif
9492|475|1992|12|24|12|31|41|65.7|155.7|P|0.8422|-87|151|59|t-|1.0711|0|165|||Dec 24, 1992 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1992-12-24.gif
9493|475|1993|5|21|2|20|15|68.8|162.3|P|0.7352|-82|118|59|-t|1.1372|0|17|||May 21, 1993 AD|1901|2000|1950|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1993-05-21.gif
9494|475|1993|11|13|9|45|51|-69.6|58.3|P|0.9280|-76|123|60|-t|-1.0411|0|153|||Nov 13, 1993 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1993-11-13.gif
9495|475|1994|5|10|5|12|26|41.5|-84.1|A|0.9431|-70|128|60|-p|0.4077|66|168|6.217|230|May 10, 1994 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1994-05-10.gif
9496|475|1994|11|3|1|40|6|-35.4|-34.2|T|1.0535|-64|133|61|-n|-0.3522|69|15|4.383|189|Nov 03, 1994 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1994-11-03.gif
9497|475|1995|4|29|5|33|21|-4.8|-79.4|A|0.9497|-58|138|61|p-|-0.3382|70|348|6.617|196|Apr 29, 1995 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1995-04-29.gif
9498|475|1995|10|24|4|33|30|8.4|113.2|T|1.0213|-52|143|61|n-|0.3518|69|195|2.167|78|Oct 24, 1995 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1995-10-24.gif
9499|475|1996|4|17|10|38|12|-71.3|-104|P|0.8799|-46|148|62|t-|-1.0580|0|306|||Apr 17, 1996 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1996-04-17.gif
9500|475|1996|10|12|2|3|4|71.7|32.1|P|0.7575|-40|153|62|t-|1.1227|0|245|||Oct 12, 1996 AD|1901|2000|1950|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1996-10-12.gif
9501|476|1997|3|9|1|24|51|57.8|130.7|T|1.0420|-35|120|62|-p|0.9183|23|146|2.833|356|Mar 09, 1997 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1997-03-09.gif
9502|476|1997|9|2|12|4|48|-71.8|114.3|P|0.8988|-29|125|63|-t|-1.0352|0|64|||Sep 02, 1997 AD|1901|2000|1950|0.8999 to 0.8000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1997-09-02.gif
9503|476|1998|2|26|5|29|27|4.7|-82.7|T|1.0441|-23|130|63|-n|0.2391|76|164|4.15|151|Feb 26, 1998 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1998-02-26.gif
9504|476|1998|8|22|2|7|11|-3|145.4|A|0.9734|-17|135|63|nn|-0.2644|75|14|3.233|99|Aug 22, 1998 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1998-08-22.gif
9505|476|1999|2|16|6|34|38|-39.8|93.9|A|0.9928|-11|140|63|n-|-0.4726|62|342|0.667|29|Feb 16, 1999 AD|1901|2000|1950|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1999-02-16.gif
9506|476|1999|8|11|11|4|9|45.1|24.3|T|1.0286|-5|145|64|p-|0.5062|59|197|2.383|112|Aug 11, 1999 AD|1901|2000|1950| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/1999-08-11.gif
9507|476|2000|2|5|12|50|27|-70.2|134.1|P|0.5795|1|150|64|t-|-1.2233|0|215|||Feb 05, 2000 AD|1901|2000|1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/2000-02-05.gif
9508|476|2000|7|1|7|33|34|-66.9|-109.5|P|0.4768|6|117|64|-t|-1.2821|0|358|||Jul 01, 2000 AD|1901|2000|1950|0.4999 to 0.0000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/2000-07-01.gif
9509|476|2000|7|31|2|14|8|69.5|-59.9|P|0.6034|7|155|64|t-|1.2166|0|333|||Jul 31, 2000 AD|1901|2000|1950|0.6999 to 0.5000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/2000-07-31.gif
9510|476|2000|12|25|5|35|57|66.3|-74.1|P|0.7228|12|122|64|-t|1.1367|0|189|||Dec 25, 2000 AD|1901|2000|1950|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE1901-2000.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/1901-2000/2000-12-25.gif
9511|476|2001|6|21|12|4|46|-11.3|2.7|T|1.0495|18|127|64|-p|-0.5701|55|355|4.95|200|Jun 21, 2001 AD|2001|2100|2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2001-06-21.gif
9512|476|2001|12|14|8|53|1|0.6|-130.7|A|0.9681|24|132|64|-n|0.4089|66|188|3.883|126|Dec 14, 2001 AD|2001|2100|2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2001-12-14.gif
9513|476|2002|6|10|11|45|22|34.5|-178.6|A|0.9962|30|137|64|nn|0.1993|78|169|0.383|13|Jun 10, 2002 AD|2001|2100|2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2002-06-10.gif
9514|476|2002|12|4|7|32|16|-39.5|59.6|T|1.0244|36|142|64|n-|-0.3020|72|16|2.067|87|Dec 04, 2002 AD|2001|2100|2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2002-12-04.gif
9515|476|2003|5|31|4|9|22|66.6|-24.5|An|0.9384|42|147|64|t-|0.9960|3|35|3.617|-|May 31, 2003 AD|2001|2100|2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2003-05-31.gif
9516|476|2003|11|23|10|50|22|-72.7|88.4|T|1.0379|48|152|64|t-|-0.9638|15|111|1.95|495|Nov 23, 2003 AD|2001|2100|2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2003-11-23.gif
9517|476|2004|4|19|1|35|5|-61.6|44.3|P|0.7367|53|119|65|-t|-1.1335|0|295|||Apr 19, 2004 AD|2001|2100|2000|0.7999 to 0.7000|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2004-04-19.gif
9518|476|2004|10|14|3|0|23|61.2|-153.7|P|0.9282|59|124|65|-t|1.0348|0|253|||Oct 14, 2004 AD|2001|2100|2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2004-10-14.gif
9519|476|2005|4|8|8|36|51|-10.6|-119|H|1.0074|65|129|65|-n|-0.3473|70|332|0.7|27|Apr 08, 2005 AD|2001|2100|2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2005-04-08.gif
9520|476|2005|10|3|10|32|47|12.9|28.7|A|0.9576|71|134|65|-p|0.3306|71|209|4.533|162|Oct 03, 2005 AD|2001|2100|2000|0.9999 to 0.9000|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2005-10-03.gif
9521|477|2006|3|29|10|12|23|23.2|16.7|T|1.0515|77|139|65|n-|0.3843|67|149|4.117|184|Mar 29, 2006 AD|2001|2100|2000| &gt;= 1|https://eclipse.gsfc.nasa.gov/SEcat5/SE2001-2100.html|https://eclipse.gsfc.nasa.gov/5MCSEmap/2001-2100/2006-03-29.gif
