catalog_number|year_nasa|month|day|hour|minute|second|latitude|longitude|eclipse_type|magnitude_umbral|lunation_number|saros_number|delta_Ts|QSE|gamma|magnitude_penumbral|duration_penumbral|duration_parial|duration_total|year_BC|upper|lower|my_50|intensity_category|page|gif
7440|1090|11|10|4|28|53|18|-66|N|-0.667|-11245|82|1118|-a|-1.3586|0.3976|3.033|||Nov 10, 1090 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1090-11-10N.gif
7441|1090|12|9|7|45|28|25|67|N|-0.9555|-11244|120|1117|a-|1.5233|0.0813|1.367|||Dec 9, 1090 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1090-12-09N.gif
7442|1091|5|5|10|46|58|-17|22|P|0.5133|-11239|87|1116|-a|0.7444|1.4704|4.717|2.45||May 5, 1091 AD|1001|1100|1050|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1091-05-05P.gif
7443|1091|10|30|5|54|30|15|-88|P|0.5163|-11233|92|1114|-t|-0.7043|1.6159|5.633|2.733||Oct 30, 1091 AD|1001|1100|1050|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1091-10-30P.gif
7444|1092|4|24|3|38|18|-15|129|T+|1.8702|-11227|97|1112|pp|0.008|2.816|5.283|3.517|1.65|Apr 24, 1092 AD|1001|1100|1050| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1092-04-24T.gif
7445|1092|10|18|5|26|35|12|-81|T-|1.8037|-11221|102|1110|pp|-0.007|2.8872|6.183|3.867|1.733|Oct 18, 1092 AD|1001|1100|1050| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1092-10-18T.gif
7446|1093|4|14|7|26|59|-12|-108|P|0.5109|-11215|107|1108|a-|-0.74|1.4892|4.833|2.483||Apr 14, 1093 AD|1001|1100|1050|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1093-04-14P.gif
7447|1093|10|7|10|25|2|9|-155|P|0.5601|-11209|112|1105|a-|0.6997|1.5883|5.167|2.667||Oct 7, 1093 AD|1001|1100|1050|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1093-10-07P.gif
7448|1094|3|5|3|20|50|5|-42|N|-0.5416|-11204|79|1104|-t|1.2887|0.5288|3.533|||Mar 5, 1094 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1094-03-05N.gif
7449|1094|4|3|5|48|2|-9|97|Nb|-0.9944|-11203|117|1103|t-|-1.5448|0.0414|1|||Apr 3, 1094 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1094-04-03N.gif
7450|1094|8|28|1|46|15|-9|158|N|-0.385|-11198|84|1102|-a|-1.235|0.5683|3.183|||Aug 28, 1094 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1094-08-28N.gif
7451|1094|9|26|10|38|25|5|22|N|-0.6191|-11197|122|1101|a-|1.3568|0.3555|2.617|||Sep 26, 1094 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1094-09-26N.gif
7452|1095|2|22|3|35|10|9|-45|P|0.7131|-11192|89|1100|-t|0.5987|1.8065|5.817|3.117||Feb 22, 1095 AD|1001|1100|1050|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1095-02-22P.gif
7453|1095|8|18|6|28|4|-12|-92|P|0.8925|-11186|94|1098|-a|-0.5372|1.8516|5.033|3.017||Aug 18, 1095 AD|1001|1100|1050|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1095-08-18P.gif
7454|1096|2|11|4|36|49|12|-61|T-|1.6068|-11180|99|1096|pp|-0.1193|2.672|6.033|3.783|1.667|Feb 11, 1096 AD|1001|1100|1050| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1096-02-11T.gif
7455|1096|8|6|8|7|7|-15|64|T+|1.4788|-11174|104|1094|pp|0.206|2.4812|5.633|3.617|1.517|Aug 6, 1096 AD|1001|1100|1050| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1096-08-06T.gif
7456|1097|1|30|12|17|27|15|-176|P|0.3581|-11168|109|1092|a-|-0.8144|1.3691|4.8|2.15||Jan 30, 1097 AD|1001|1100|1050|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1097-01-30P.gif
7457|1097|7|27|3|4|22|-17|-41|Nx|-0.0101|-11162|114|1090|t-|1.0037|1.043|4.683|||Jul 27, 1097 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1097-07-27N.gif
7458|1097|12|21|3|38|35|25|131|N|-0.3629|-11157|81|1088|-a|1.2181|0.6081|3.283|||Dec 21, 1097 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1097-12-21N.gif
7459|1098|1|20|2|6|11|17|-24|N|-0.7796|-11156|119|1088|a-|-1.4449|0.1928|1.933|||Jan 20, 1098 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1098-01-20N.gif
7460|1098|6|16|1|25|58|-25|163|N|-0.139|-11151|86|1086|-t|-1.072|0.9213|4.517|||Jun 16, 1098 AD|1001|1100|1050| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1098-06-16N.gif
7461|1098|12|11|6|32|29|24|-94|P|0.7932|-11145|91|1084|-a|0.5808|1.7911|5.1|2.933||Dec 11, 1098 AD|1001|1100|1050|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1098-12-11P.gif
7462|1099|6|5|6|17|13|-23|90|T-|1.3572|-11139|96|1082|pp|-0.269|2.3716|5.733|3.617|1.4|Jun 5, 1099 AD|1001|1100|1050| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1099-06-05T.gif
7463|1099|11|30|4|32|22|23|115|T-|1.6322|-11133|101|1080|pp|-0.1086|2.6858|5.9|3.733|1.65|Nov 30, 1099 AD|1001|1100|1050| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1099-11-30T.gif
7464|1100|5|25|6|19|17|-22|-91|P|0.9556|-11127|106|1078|a-|0.5017|1.9186|5.133|3.133||May 25, 1100 AD|1001|1100|1050|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1100-05-25P.gif
7465|1100|11|18|7|14|28|20|73|P|0.3003|-11121|111|1076|t-|-0.8223|1.3988|5.35|2.15||Nov 18, 1100 AD|1001|1100|1050|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1001-1100.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1001-1100/LE1100-11-18P.gif
7466|1101|4|15|3|46|10|-13|127|N|-0.5056|-11116|78|1074|-a|-1.301|0.4467|2.867|||Apr 15, 1101 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1101-04-15N.gif
7467|1101|5|14|10|54|41|-19|20|N|-0.3385|-11115|116|1074|a-|1.2128|0.6032|3.25|||May 14, 1101 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1101-05-14N.gif
7468|1101|10|9|1|0|25|10|-14|N|-0.8906|-11110|83|1072|-t|1.4795|0.1776|2.1|||Oct 9, 1101 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1101-10-09N.gif
7469|1101|11|7|6|20|53|17|86|N|-0.9228|-11109|121|1072|t-|-1.4895|0.1732|2.117|||Nov 7, 1101 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1101-11-07N.gif
7470|1102|4|5|6|24|14|-9|-92|P|0.7357|-11104|88|1070|-a|-0.6129|1.7308|5.167|2.917||Apr 5, 1102 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1102-04-05P.gif
7471|1102|9|28|8|12|27|5|-122|P|0.5575|-11098|93|1068|-a|0.7063|1.5664|5.033|2.617||Sep 28, 1102 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1102-09-28P.gif
7472|1103|3|25|2|36|57|-4|146|T+|1.5882|-11092|98|1066|pp|0.1325|2.6418|6.017|3.8|1.65|Mar 25, 1103 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1103-03-25T.gif
7473|1103|9|17|10|2|58|0|32|T-|1.8262|-11086|103|1064|pp|-0.0272|2.7894|5.35|3.533|1.633|Sep 17, 1103 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1103-09-17T.gif
7474|1104|3|13|3|58|54|1|127|P|0.207|-11080|108|1062|t-|0.8762|1.2941|5.217|1.817||Mar 13, 1104 AD|1101|1200|1100|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1104-03-13P.gif
7475|1104|9|6|2|33|30|-5|145|P|0.5414|-11074|113|1060|a-|-0.7288|1.4997|4.7|2.467||Sep 6, 1104 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1104-09-06P.gif
7476|1105|2|1|12|52|56|14|-5|N|-0.6175|-11069|80|1059|-t|-1.3351|0.4344|3.133|||Feb 1, 1105 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1105-02-01N.gif
7477|1105|3|2|4|23|9|6|122|Nb|-1.0362|-11068|118|1058|t-|1.5583|0.0341|0.933|||Mar 2, 1105 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1105-03-02N.gif
7478|1105|7|28|6|17|13|-16|91|N|-0.3269|-11063|85|1057|-h|1.1862|0.6896|3.767|||Jul 28, 1105 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1105-07-28N.gif
7479|1105|8|27|5|2|14|-9|-71|N|-0.8699|-11062|123|1056|h-|-1.488|0.1251|1.633|||Aug 27, 1105 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1105-08-27N.gif
7480|1106|1|21|10|31|12|18|-150|P|0.7951|-11057|90|1055|-a|-0.5798|1.7929|5.133|2.95||Jan 21, 1106 AD|1101|1200|1100|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1106-01-21P.gif
7481|1106|7|17|11|19|32|-20|16|P|0.9887|-11051|95|1053|-t|0.457|2.0506|5.9|3.467||Jul 17, 1106 AD|1101|1200|1100|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1106-07-17P.gif
7482|1107|1|11|1|17|57|21|-12|T+|1.6726|-11045|100|1051|p-|0.1092|2.6423|5.3|3.483|1.583|Jan 11, 1107 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1107-01-11T.gif
7483|1107|7|6|11|54|10|-22|7|T|1.271|-11039|105|1049|t-|-0.3018|2.3381|6.1|3.733|1.3|Jul 6, 1107 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1107-07-06T.gif
7484|1107|12|31|4|45|56|23|115|P|0.4227|-11033|110|1047|a-|0.7857|1.4097|4.683|2.25||Dec 31, 1107 AD|1101|1200|1100|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1107-12-31P.gif
7485|1108|6|25|3|20|28|-24|-45|N|-0.0762|-11027|115|1045|t-|-1.0469|0.9505|4.383|||Jun 25, 1108 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1108-06-25N.gif
7486|1108|11|20|12|41|8|20|172|N|-0.6921|-11022|82|1043|-a|-1.3711|0.3769|2.967|||Nov 20, 1108 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1108-11-20N.gif
7487|1108|12|20|4|16|0|25|-59|N|-0.9593|-11021|120|1043|a-|1.5246|0.0804|1.35|||Dec 20, 1108 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1108-12-20N.gif
7488|1109|5|16|6|14|47|-20|-90|P|0.3912|-11016|87|1041|-a|0.8119|1.3447|4.567|2.167||May 16, 1109 AD|1101|1200|1100|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1109-05-16P.gif
7489|1109|11|9|1|45|0|18|155|P|0.4841|-11010|92|1039|-t|-0.7211|1.5865|5.617|2.667||Nov 9, 1109 AD|1101|1200|1100|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1109-11-09P.gif
7490|1110|5|5|11|15|37|-18|14|T+|1.7496|-11004|97|1037|pp|0.074|2.6943|5.283|3.517|1.633|May 5, 1110 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1110-05-05T.gif
7491|1110|10|29|1|18|2|16|161|T-|1.7657|-10998|102|1035|pp|-0.0276|2.8496|6.167|3.867|1.733|Oct 29, 1110 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1110-10-29T.gif
7492|1111|4|25|2|58|17|-16|138|P|0.6202|-10992|107|1033|a-|-0.6802|1.5991|4.967|2.7||Apr 25, 1111 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1111-04-25P.gif
7493|1111|10|18|6|32|6|13|82|P|0.608|-10986|112|1032|a-|0.6737|1.6358|5.2|2.75||Oct 18, 1111 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1111-10-18P.gif
7494|1112|3|15|10|43|34|1|-154|N|-0.6275|-10981|79|1030|-t|1.3358|0.4419|3.25|||Mar 15, 1112 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1112-03-15N.gif
7495|1112|4|14|1|0|10|-13|-12|N|-0.8941|-10980|117|1030|t-|-1.49|0.1421|1.833|||Apr 14, 1112 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1112-04-14N.gif
7496|1112|9|7|9|46|49|-5|37|N|-0.466|-10975|84|1028|-a|-1.2786|0.4893|2.983|||Sep 7, 1112 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1112-09-07N.gif
7497|1112|10|7|6|57|2|9|-104|N|-0.5637|-10974|122|1028|a-|1.3264|0.4118|2.8|||Oct 7, 1112 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1112-10-07N.gif
7498|1113|3|4|10|56|15|4|-157|P|0.6414|-10969|89|1026|-t|0.6388|1.7309|5.733|2.983||Mar 4, 1113 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1113-03-04P.gif
7499|1113|8|28|2|16|50|-8|150|P|0.7919|-10963|94|1024|-a|-0.5908|1.7555|4.967|2.9||Aug 28, 1113 AD|1101|1200|1100|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1113-08-28P.gif
7500|1114|2|21|12|23|23|8|-178|T-|1.6635|-10957|99|1022|pp|-0.09|2.7228|6.017|3.8|1.683|Feb 21, 1114 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1114-02-21T.gif
7501|1114|8|18|3|29|4|-11|-48|T+|1.5875|-10951|104|1020|pp|0.1451|2.5959|5.683|3.667|1.617|Aug 18, 1114 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1114-08-18T.gif
7502|1115|2|10|8|36|2|11|59|P|0.3994|-10945|109|1018|a-|-0.7934|1.4049|4.817|2.25||Feb 10, 1115 AD|1101|1200|1100|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1115-02-10P.gif
7503|1115|8|7|9|52|28|-14|-143|P|0.1158|-10939|114|1017|t-|0.9337|1.1739|4.917|1.35||Aug 7, 1115 AD|1101|1200|1100|0.2499 to 0.0000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1115-08-07P.gif
7504|1116|1|2|12|31|3|24|-1|N|-0.369|-10934|81|1015|-a|1.2216|0.6015|3.267|||Jan 2, 1116 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1116-01-02N.gif
7505|1116|1|31|10|45|59|14|-154|N|-0.7536|-10933|119|1015|a-|-1.4315|0.2157|2.033|||Jan 31, 1116 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1116-01-31N.gif
7506|1116|6|26|7|52|58|-24|67|N|-0.2921|-10928|86|1013|-t|-1.1559|0.7667|4.167|||Jun 26, 1116 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1116-06-26N.gif
7507|1116|12|21|3|17|52|24|136|P|0.7865|-10922|91|1011|-a|0.5839|1.7867|5.117|2.933||Dec 21, 1116 AD|1101|1200|1100|0.9999 to 0.7500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1116-12-21P.gif
7508|1117|6|16|1|10|59|-24|-14|T|1.2133|-10916|96|1009|-p|-0.3485|2.2239|5.633|3.517|1.133|Jun 16, 1117 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1117-06-16T.gif
7509|1117|12|11|12|56|11|23|-10|T-|1.6363|-10910|101|1007|pp|-0.1054|2.6932|5.917|3.733|1.65|Dec 11, 1117 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1117-12-11T.gif
7510|1118|6|5|1|39|5|-23|159|T|1.095|-10904|106|1005|a-|0.4266|2.0549|5.2|3.25|0.75|Jun 5, 1118 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1118-06-05T.gif
7511|1118|11|30|3|16|19|22|-47|P|0.3124|-10898|111|1004|t-|-0.815|1.4133|5.383|2.183||Nov 30, 1118 AD|1101|1200|1100|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1118-11-30P.gif
7512|1119|4|26|11|28|2|-17|11|N|-0.6158|-10893|78|1002|-a|-1.3613|0.3356|2.517|||Apr 26, 1119 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1119-04-26N.gif
7513|1119|5|26|6|25|57|-21|-93|N|-0.2124|-10892|116|1002|a-|1.1443|0.7283|3.533|||May 26, 1119 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1119-05-26N.gif
7514|1119|10|20|8|50|17|14|-133|N|-0.9283|-10887|83|1000|-t|1.5|0.1401|1.867|||Oct 20, 1119 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1119-10-20N.gif
7515|1119|11|19|2|18|55|20|-33|N|-0.8981|-10886|121|1000|t-|-1.476|0.1981|2.267|||Nov 19, 1119 AD|1101|1200|1100| &lt; 0 |https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1119-11-19N.gif
7516|1120|4|15|1|55|59|-13|154|P|0.627|-10881|88|998|-a|-0.672|1.6228|5.083|2.75||Apr 15, 1120 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1120-04-15P.gif
7517|1120|10|8|4|19|42|9|116|P|0.5115|-10875|93|996|-a|0.7314|1.5204|4.983|2.517||Oct 8, 1120 AD|1101|1200|1100|0.7499 to 0.5000|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1120-10-08P.gif
7518|1121|4|4|9|48|29|-8|37|T+|1.6924|-10869|98|994|pp|0.0758|2.7458|6.05|3.833|1.717|Apr 4, 1121 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1121-04-04T.gif
7519|1121|9|28|6|17|30|4|-93|T+|1.8648|-10863|103|993|pp|0.0058|2.8295|5.333|3.517|1.633|Sep 28, 1121 AD|1101|1200|1100| &gt;= 1|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1121-09-28T.gif
7520|1122|3|24|11|3|27|-3|20|P|0.3044|-10857|108|991|t-|0.824|1.3883|5.35|2.167||Mar 24, 1122 AD|1101|1200|1100|0.4999 to 0.2500|https://eclipse.gsfc.nasa.gov/LEcat5/LE1101-1200.html|https://eclipse.gsfc.nasa.gov/5MCLEmap/1101-1200/LE1122-03-24P.gif
